com_nam,lin_ima,com_typ,com_des,fil_fre,add,cit,sta,zip,tre_nam,com_id,fec_ele_yea,ind_ite_con,ind_uni_con,ind_con,ind_ref,par_com_con,oth_com_con,oth_com_ref,can_con,tot_con,tot_con_ref,can_loa,can_loa_rep,oth_loa,oth_loa_rep,tot_loa,tot_loa_rep,tra_fro_oth_aut_com,tra_fro_non_fed_acc,tra_fro_non_fed_lev_acc,tot_non_fed_tra,oth_rec,tot_rec,tot_fed_rec,ope_exp,sha_fed_ope_exp,sha_non_fed_ope_exp,tot_ope_exp,off_to_ope_exp,fed_sha_of_joi_act,non_fed_sha_of_joi_act,non_all_fed_ele_act_par,tot_fed_ele_act,fed_can_com_con,fed_can_con_ref,ind_exp_mad,coo_exp_par,loa_mad,loa_rep_rec,tra_to_oth_aut_com,fun_dis,off_to_fun_exp_pre,exe_leg_acc_dis_pre,off_to_leg_acc_exp_pre,tot_off_to_ope_exp,oth_dis,tot_fed_dis,tot_dis,net_con,net_ope_exp,cas_on_han_beg_of_per,cas_on_han_clo_of_per,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,pol_par_com_ref,can_id,cas_on_han_beg_of_yea,cas_on_han_clo_of_yea,exp_sub_to_lim_pri_yea_pre,exp_sub_lim,fed_fun,ite_con_exp_con_com,ite_oth_dis,ite_oth_inc,ite_oth_ref_or_reb,ite_ref_or_reb,oth_fed_ope_exp,sub_con_exp,sub_oth_ref_or_reb,sub_ref_or_reb,tot_com_cos,tot_exp_sub_to_lim_pre,uni_con_exp,uni_oth_dis,uni_oth_inc,uni_oth_ref_or_reb,uni_ref_or_reb,org_tp,
"FRIENDS OF JOE HECK CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00468421&tabIndex=1","H","P","Q","PO BOX 750114","LAS VEGAS","NV","89136","HASTIE, CHRISSIE","C00468421","2016","$473,560.33","$13,026.00","$486,586.33",,,"$406,402.10","$1,000.00",,"$892,988.43","$1,000.00",,,,,,,,,,,,"$902,727.13",,"$233,198.80",,,,"$9,738.70",,,,,,,,,,,,,,,,,,,"$234,198.80","$891,988.43","$223,460.10","$736,368.71","$1,404,897.04",,,"2015-01-01","2015-06-30",,"H0NV03058",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOE PITTS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00310136&tabIndex=1","H","P","Q","PO BOX 775","UNIONVILLE","PA","19375","WIER, JERRI-LYNN","C00310136","2016","$14,500.00","$229.61","$14,729.61",,,"$244,000.00",,,"$258,729.61",,,,,,,,,,,,,"$258,729.61",,"$105,036.47",,,,,,,,,,,,,,,"$100,000.00",,,,,,"$7,300.00",,"$212,336.47","$258,729.61","$105,036.47","$135,949.58","$182,342.72",,,"2015-01-01","2015-06-30",,"H6PA16197",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOE SESTAK","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00465492&tabIndex=1","S","P","Q","PO BOX 1936","MEDIA","PA","19063","MARGARET M INFANTINO","C00465492","2016","$823,437.00","$198,949.00","$1,022,387.00","$3,170.00","$441.00","$17,241.00",,,"$1,040,070.00","$3,170.00",,,,,,,,,,,"$37.00","$1,040,107.00",,"$431,753.00",,,,,,,,,,,,,,,,,,,,,,,"$434,923.00","$1,036,900.00","$431,753.00","$1,560,677.00","$2,165,861.00",,,"2015-01-01","2015-06-30",,"S0PA00434",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOHN BARRASSO","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00436386&tabIndex=1","S","P","Q","PO BOX 52008","CASPER","WY","82605","KAREN HINCHEY","C00436386","2016","$179,155.00","$208.00","$179,363.00","$5,500.00",,"$103,500.00","$5,000.00",,"$282,863.00","$10,500.00",,,,,,,"$12,390.00",,,,,"$295,253.00",,"$162,594.00",,,,,,,,,,,,,,,,,,,,,,,"$173,094.00","$272,863.00","$162,594.00","$2,612,557.00","$2,734,717.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOHN BARROW","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00384735&tabIndex=1","H","P","Q","PO BOX 83142","GAITHERSBURG","MD","20883","BORDEAUX, TOM","C00384735","2016",,,,"$566.33",,,,,,"$566.33",,,,,,,,,,,,"$6,522.56",,"$28,246.61",,,,"$6,522.56",,,,,,,,,,,,,,,,,"$250.00",,"$29,062.94","-$566.33","$21,724.05","$80,854.08","$58,313.70",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOHN BOEHNER","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00237198&tabIndex=1","H","P","Q","7908 CINCINNATI DAYTON ROAD SUITE I","WEST CHESTER","OH","450696628","LISKER, LISA","C00237198","2016","$372,500.00","$417,979.84","$790,479.84","$2,200.00",,"$985,600.00",,,"$1,776,079.84","$2,200.00",,,,,,,"$3,162,948.16",,,,"$213.76","$4,942,913.64",,"$1,080,046.09",,,,"$3,671.88",,,,,,,,,,,,,,,,,"$1,366,542.63",,"$2,448,788.72","$1,773,879.84","$1,076,374.21","$1,293,215.88","$3,787,340.80",,,"2015-01-01","2015-06-30",,"H0OH08029",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOHN DELANEY","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00508416&tabIndex=1","H","P","Q","PO BOX 70835","BETHESDA","MD","20813","MCCLAIN-DELANEY, APRIL","C00508416","2016","$277,806.00","$1,018.00","$278,824.00",,,"$141,250.00","$2,400.00","$67,500.00","$487,574.00","$2,400.00",,,,,,,,,,,,"$487,754.00",,"$249,477.71",,,,"$180.00",,,,,,,,,,,,,,,,,,,"$251,877.71","$485,174.00","$249,297.71","$24,504.22","$260,380.51","$913,250.00",,"2015-01-01","2015-06-30",,"H2MD06195",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOHN HOEVEN","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00493668&tabIndex=1","N","J","Q","PO BOX 861","BISMARCK","ND","58502","HOBBS, CABELL","C00493668","2016","$9,800.00",,"$9,800.00",,,"$24,000.00",,,"$33,800.00",,,,,,,,,,,,,"$33,800.00","$33,800.00",,,,"$8,945.30",,,,,,,,,,,,"$6,324.01",,,,,,,"$15,269.31","$15,269.31","$33,800.00","$8,945.30","$1,711.31","$20,242.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$8,945.30",,,,,,,,,,,"",
"FRIENDS OF JOHN LAFALCE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00025379&tabIndex=1","H","P","Q","41 LYNBROOK AVENUE","TONAWANDA","NY","14150","FLYNN, LINDA MS","C00025379","2016",,,,,,,,,,,,,,,,,,,,,"$3,418.28","$3,418.28",,"$14,520.00",,,,,,,,,,,,,,,,,,,,,,,"$14,520.00",,"$14,520.00","$255,214.94","$244,113.22",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOHN MCCAIN INC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00540310&tabIndex=1","S","P","Q","228 S WASHINGTON STREET SUITE 115","ALEXANDRIA","VA","22314","KEITH A DAVIS","C00540310","2016","$2,487,380.00","$226,198.00","$2,713,578.00","$19,800.00","$1,000.00","$627,400.00",,,"$3,341,978.00","$19,800.00",,,,,,,"$20,128.00",,,,"$210,669.00","$3,572,777.00",,"$952,037.00",,,,,,,,,,,,,,,,,,,,,"$77,637.00",,"$1,049,474.00","$3,322,178.00","$952,037.00","$2,019,177.00","$4,542,479.00",,,"2015-01-01","2015-06-30",,"S6AZ00019",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOHN PETERSON","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00311852&tabIndex=1","H","P","A","114 W STATE STREET","PLEASANTVILLE","PA","16341","MR. H. MICHAEL VINOPAL","C00311852","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,857.70","$9,857.70",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOHN SARBANES","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00415182&tabIndex=1","H","P","Q","PO BOX 6854","TOWSON","MD","21285","STUMPF, MEGHAN","C00415182","2016","$231,666.00",,"$231,666.00",,,,,,"$231,666.00",,,,,,,,,,,,,"$231,666.00",,"$148,354.52",,,,,,,,,,,,,,,,,,,,,"$2,500.00",,"$150,854.52","$231,666.00","$148,354.52","$747,939.17","$828,750.65",,,"2015-01-01","2015-06-30",,"H6MD03292",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOHN TANNER","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00223230&tabIndex=1","H","P","Q","POST OFFICE BOX 1398","UNION CITY","TN","38281","GLASGOW, JAMES M. JR.","C00223230","2016",,,,,,,,,,,,,,,,,,,,,"$49.00","$49.00",,"$37.00",,,,,,,,,,,,,,,,,,,,,"$37,310.00",,"$37,347.00",,"$37.00","$124,879.94","$87,581.94",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF JOHN THUNE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00409581&tabIndex=1","S","P","Q","PO BOX 841","SIOUX FALLS","SD","57101","CYNTHIA MICKELSON","C00409581","2016","$719,598.00","$63,041.00","$782,639.00","$6,615.00",,"$854,448.00","$1,000.00",,"$1,637,087.00","$7,615.00",,,,,,,"$60,736.00",,,,"$69,845.00","$1,771,216.00",,"$515,270.00",,,,"$3,546.00",,,,,,,,,,,,,,,,,"$50.00",,"$522,935.00","$1,629,472.00","$511,724.00","$9,715,362.00","$10,963,642.00",,,"2015-01-01","2015-06-30",,"S2SD00068",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF KELLY AYOTTE INC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00464297&tabIndex=1","S","P","Q","PO BOX 937","MANCHESTER","NH","031050937","THEODORE V KOCH","C00464297","2016","$846,981.00","$59,275.00","$906,256.00","$10,600.00",,"$425,700.00","$5,000.00",,"$1,331,956.00","$15,600.00",,,,,,,"$159,358.00",,,,,"$1,491,335.00",,"$454,940.00",,,,"$20.00",,,,,,,,,,,,,,,,,,,"$470,540.00","$1,316,356.00","$454,919.00",,"$4,023,091.00","$30,718.00",,"2015-01-01","2015-06-30",,"S0NH00235",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF KERITH","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00555458&tabIndex=1","H","P","Q","PO BOX 280","BROOKVILLE","PA","15825","RYAN, MATHEW X","C00555458","2016","$16,613.09","$4,719.00","$21,332.09",,,,,"$147.00","$21,479.09",,,,,,,,,,,,,"$21,479.09",,"$7,880.41",,,,,,,,,,,,,,,,,,,,,,,"$7,880.41","$21,479.09","$7,880.41","$4,864.82","$18,463.50","$20,000.00",,"2015-01-01","2015-06-30",,"H6PA05133",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF KERITH","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00555458&tabIndex=1","H","P","Q","PO BOX 280","BROOKVILLE","PA","15825","RYAN, MATHEW X","C00555458","2016","$16,613.09","$4,719.00","$21,332.09",,,,,"$147.00","$21,479.09",,,,,,,,,,,,,"$21,479.09",,"$7,880.41",,,,,,,,,,,,,,,,,,,,,,,"$7,880.41","$21,479.09","$7,880.41","$4,864.82","$18,463.50","$20,000.00",,"2015-01-01","2015-06-30",,"H4PA05062",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF KRISTIN BECK FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00572750&tabIndex=1","H","P","Q","10200 CROSS HAVEN COURT","ROCKVILLE","MD","20850","MICHAEL LEE PHILIPS","C00572750","2016","$2,681.60","$3,444.28","$6,125.88",,,,,,"$6,125.88",,,,,,,,,,,,,"$6,125.88",,"$2,677.96",,,,,,,,,,,,,,,,,,,,,,,"$2,677.96","$6,125.88","$2,677.96",,"$3,447.92",,,"2015-04-01","2015-06-30",,"H6MD05198",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF LAUREEN CUMMINGS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00518423&tabIndex=1","H","P","T","4 RIDGEWOOD ROAD","WILKES-BARRE","PA","18702","O'MEARA, JAMES","C00518423","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,941.99",,"$5,941.99",,,"$5,941.99",,,,"2015-01-01","2015-07-01",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF LENAR","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00564138&tabIndex=1","H","P","Q","228 S WASHINGTON ST SUITE 115","ALEXANDRIA","VA","22314","SATTERFIELD, DAVID","C00564138","2016","$1,000.00",,"$1,000.00",,,"$1,250.00",,,"$2,250.00",,,"$450.00",,,,"$450.00",,,,,,"$2,250.00",,"$1,735.00",,,,,,,,,,,,,,,,,,,,,,,"$2,185.00","$2,250.00","$1,735.00","$111.95","$176.95","$157,316.36",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF LIZ BROWN INC.","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00578328&tabIndex=1","H","P","Q","PO BOX 15114","FORT WAYNE","IN","46885","MARSTON, CHRISTOPHER M","C00578328","2016","$42,400.00","$5,765.00","$48,165.00",,,,,"$75,502.48","$123,667.48",,,,"$100.00",,"$100.00",,,,,,,"$123,767.48",,"$593.07",,,,,,,,,,,,,,,,,,,,,,,"$593.07","$123,667.48","$593.07",,"$123,174.41","$100.00",,"2015-04-01","2015-06-30",,"H6IN03237",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MARGARET WORKMAN","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00370908&tabIndex=1","H","P","A","1596 KANAWHA BLVD EAST","CHARLESTON","WV","25311","WORKMAN, MARGARET L. MS ","C00370908","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$370,996.80",,"2015-01-01","2015-03-31",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MARIA","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00349506&tabIndex=1","S","P","Q","PO BOX 12740","SEATTLE","WA","98111","JAY PETTERSON","C00349506","2016","$99,655.00","$80,360.00","$180,015.00","$2,035.00",,,,,"$180,015.00","$2,035.00",,,,,,,,,,,"$79.00","$187,619.00",,"$207,441.00",,,,"$7,524.00",,,,,,,,,,,"$50,000.00",,,,,,"$11,000.00",,"$270,476.00","$177,980.00","$199,915.00","$778,056.00","$695,200.00","$2,171,350.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MARK FOLEY FOR CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00289140&tabIndex=1","H","P","Q","1316 LAKE VICTORIA DRIVE","LAKE WORTH","FL","33461","WINTERSON, DONNA FOLEY","C00289140","2016",,,,,,,,,,,,,,,,,,,,,"$8,032.83","$8,032.83",,"$100.90",,,,,,,,,,,,,,,,,,,,,"$24,939.80",,"$25,040.70",,"$100.90","$1,232,804.59","$1,215,796.72",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MARK NEUMANN INC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00501361&tabIndex=1","S","P","Q","W330N6233 HASSLINGER DRIVE","NASHOTAH","WI","53058","KELLY O'DONNELL","C00501361","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$328.00","$328.00","$279,073.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MARK WARNER","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00438713&tabIndex=1","S","P","Q","201 NORTH UNION STREET SUITE 300","ALEXANDRIA","VA","22314","GERALD S MCGOWAN","C00438713","2016","$81,650.00","$6,363.00","$88,013.00",,,"$76,735.00","$5,000.00",,"$164,748.00","$5,000.00",,,,,,,,,,,,"$212,130.00",,"$185,483.00",,,,"$47,381.00",,,,,,,,,,,,,,,,,"$3,077.00",,"$193,560.00","$159,748.00","$138,101.00","$132,005.00","$150,576.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MARY LANDRIEU, INC.","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00325126&tabIndex=1","S","P","Q","700 13TH STREET NW SUITE 600","WASHINGTON","DC","20005","NANCY MARSIGLIA","C00325126","2016",,,,"-$981.00",,,,,,"-$981.00",,,,,,,"$1,833.00",,,,"$7,596.00","$155,026.00",,"$53,505.00",,,,"$145,596.00",,,,,,,,,,,,,,,,,"$18,870.00",,"$71,394.00","$981.00","-$92,092.00","$62,629.00","$146,261.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MATT DOHENY INC.","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00560797&tabIndex=1","H","P","Q","215 WASHINGTON STREET","WATERTOWN","NY","13601","KIRKBY, JEFFREY","C00560797","2016",,,,,,,,,,,,,,,,,,,,,,,,"$870.92",,,,,,,,,,,,,,,,,,,,,,,"$870.92",,"$870.92","$889.08","$18.16","$285,288.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MATT MATSUNAGA - CONGRESS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00383562&tabIndex=1","H","A","Q","1888 KALAKAUA AVE., #3104","HONOLULU","HI","96815","CALVIN CHUCK CHING","C00383562","2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$98,909.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MAX BAUCUS","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00328211&tabIndex=1","S","P","Q","PO BOX 586","HELENA","MT","59624","SHANE COLTON","C00328211","2016",,,,,,,,,,,,,,,,,,,,,"$1,846.00","$2,486.00",,"$4,558.00",,,,"$640.00",,,,,,,,,,,,,,,,,,,"$4,558.00",,"$3,918.00","$1,081,448.00","$1,079,375.00",,"$1,000.00","2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MAYOR CALIGUIRI","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00288423&tabIndex=1","N","U","Q","223 FOURTH AVENUE SUITE 300","PITTSBURGH","PA","15222","KATZ, JOEL W CPA","C00288423","2016",,,,,,,,,,,,,,,,,,,,,"$8.00","$8.00","$8.00",,,,,,,,,,,,,,,,,,,,,,,,,,,"$29,984.00","$29,992.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MAZIE HIRONO","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00420760&tabIndex=1","S","P","Q","PO BOX 677","HONOLULU","HI","96809","CAROL PUETTE","C00420760","2016","$154,268.00","$8,158.00","$162,426.00","$2,943.00",,"$53,749.00",,,"$216,175.00","$2,943.00",,,,,,,,,,,,"$216,175.00",,"$99,390.00",,,,,,,,,,,,,,,,,,,,,"$4,827.00",,"$107,162.00","$213,232.00","$99,390.00","$207,753.00","$316,766.00","$125,000.00",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MEDICAL RESEARCH POLITICAL ACTION COMMITTEE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00566042&tabIndex=1","Q","U","Q","300 INDEPENDENCE AVENUE SE","WASHINGTON","DC","20003","STEPHENS, MICHAEL","C00566042","2016","$139,000.00",,"$139,000.00",,,,,,"$139,000.00",,,,,,,,,,,,,"$141,400.00","$141,400.00",,,,"$9,811.35",,,,,,"$59,800.00","$2,400.00",,,,,,,,,,,,"$69,611.35","$69,611.35","$139,000.00","$9,811.35","$65,696.32","$137,484.97",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,"$9,811.35",,,,,,,,,,,"",
"FRIENDS OF MELINDA KATZ","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00331793&tabIndex=1","H","P","Q","P.O. BOX 831","FOREST HILLS","NY","11375","KAYE, RONALD A.  ","C00331793","2016",,,,,,,,,,,,,,,,,,,,,"$.55","$.55",,"$1,620.00",,,,,,,,,,,,,,,,,,,,,,,"$1,620.00",,"$1,620.00","$4,764.04","$3,144.59",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MIA LOVE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00505776&tabIndex=1","H","P","Q","PO BOX 255","RIVERTON","UT","84065","KILGORE, PAUL","C00505776","2016","$256,928.00","$408,184.16","$665,112.16","$6,000.00",,"$288,070.28",,,"$953,182.44","$6,000.00",,,,,,,,,,,"$26,444.01","$979,795.89",,"$645,688.75",,,,"$169.44",,,,,,,,,,,,,,,,,,,"$651,688.75","$947,182.44","$645,519.31","$290,812.94","$618,920.08",,,"2015-01-01","2015-06-30",,"H2UT04023",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MICHELLE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00501254&tabIndex=1","H","P","Q","P.O. BOX 25422","ALBUQUERQUE","NM","87125","DANIELS, JEANNINE L.","C00501254","2016","$272,016.16","$12,570.50","$284,586.66",,,"$174,325.00",,,"$458,911.66",,,,,,,,,,,,,"$512,348.25",,"$135,673.75",,,,"$53,436.59",,,,,,,,,,,,,,,,,"$50,926.50",,"$186,600.25","$458,911.66","$82,237.16","$183,452.74","$509,200.74",,,"2015-01-01","2015-06-30",,"H8NM01257",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MIKE H","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00492231&tabIndex=1","S","P","Q","610 S BOULEVARD","TAMPA","FL","33606","NANCY H WATKINS","C00492231","2016",,,,,,,,,,,,,,,,,,,,,"$489.00","$489.00",,"$16,154.00",,,,,,,,,,,,,,,,,,,,,"$10,500.00",,"$26,654.00",,"$16,154.00","$1,029,928.00","$1,003,764.00",,,"2015-01-01","2015-06-30",,"S2FL00193",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF MIKE LEE INC","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00473827&tabIndex=1","S","P","Q","10 WEST BROADWAY SUITE 500","SALT LAKE CITY","UT","84101","MIKE MCCAULEY","C00473827","2016","$1,189,546.00","$61,721.00","$1,251,267.00","$33,700.00",,"$279,800.00",,,"$1,531,067.00","$33,700.00",,,,,,,"$25,520.00",,,,"$13.00","$1,566,912.00",,"$705,063.00",,,,"$10,308.00",,,,,,,,,,,,,,,,,"$500.00",,"$739,263.00","$1,497,367.00","$694,754.00","$367,264.00","$1,194,912.00",,,"2015-01-01","2015-06-30",,"S0UT00165",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF NAN HAYWORTH","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00466490&tabIndex=1","H","P","Q","P.O. BOX 511","CHESTER","NY","10918","CRATE, BRADLEY T.","C00466490","2016",,"$100.00","$100.00",,,,,,"$100.00",,,"$53,265.00",,,,"$53,265.00",,,,,,"$20,981.07",,"$39,902.64",,,,"$20,881.07",,,,,,,,,,,,,,,,,"$5,000.00",,"$98,167.64","$100.00","$19,021.57","$119,210.56","$42,023.99","$1,117,054.48",,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF NANCY MACE","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00549295&tabIndex=1","S","P","Q","295 SEVEN FARMS DRIVE SUITE C-186","CHARLESTON","SC","29492","DAN BACKER","C00549295","2016",,,,,,,,,,,,,,,,,,,,,,,,"$490.00",,,,,,,,,,,,,,,,,,,,,,,"$490.00",,"$490.00","$16,327.00","$15,837.00",,,"2015-01-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF PAM GALLOWAY","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00577619&tabIndex=1","H","P","Q","PO BOX 2138","WARSAW","IN","465812138","MAGIERA, CHRISTOPHER JAMES","C00577619","2016","$750.00","$673.68","$1,423.68",,,,,,"$1,423.68",,"$50,000.00",,,,"$50,000.00",,,,,,,"$51,423.68",,"$25,727.01",,,,,,,,,,,,,,,,,,,,,,,"$25,727.01","$1,423.68","$25,727.01",,"$25,696.67","$50,000.00",,"2015-04-01","2015-06-30",,"",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF PAT TOOMEY","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00461046&tabIndex=1","S","P","Q","228 S. WASHINGTON ST., SUITE 115","ALEXANDRIA","VA","22314","LISA LISKER","C00461046","2016","$2,536,951.00","$428,238.00","$2,965,190.00","$40,585.00","$2,000.00","$1,087,240.00","$1,000.00",,"$4,054,431.00","$41,585.00",,,,,,,"$234,829.00",,,,"$9,340.00","$4,308,362.00",,"$1,774,952.00",,,,"$9,760.00",,,,,,,,,,,,,,,,,,,"$1,816,537.00","$4,012,846.00","$1,765,192.00","$5,824,553.00","$8,316,377.00",,,"2015-01-01","2015-06-30",,"S4PA00121",,,,,,,,,,,,,,,,,,,,,,"",
"FRIENDS OF PATRICK MURPHY","http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=C00493825&tabIndex=1","S","P","Q","4521 PGA BLVD #412","PALM BEACH GARDENS","FL","33418","BRIAN FOUCART","C00493825","2016","$1,744,286.00","$179,724.00","$1,924,011.00","$1,250.00","$966.00","$761,200.00",,,"$2,686,177.00","$1,250.00",,,,,,,"$477.00",,,,,"$2,700,992.00",,"$743,125.00",,,,"$14,337.00",,,,,,,,,,,,,,,,,"$1,931.00",,"$746,306.00","$2,684,927.00","$728,787.00","$536,659.00","$2,491,344.00",,,"2015-01-01","2015-06-30",,"S6FL00319",,,,,,,,,,,,,,,,,,,,,,"",
